"","ensembl_gene_id","gene_id","C481","LC03","LC01","RC02","R02","R03","RC03","hgnc_symbol"
"278","ENSG00000049860","ENSG00000049860.13",793,434,254,0.24,283,2,3.8,"HEXB"
"279","ENSG00000050130","ENSG00000050130.17",127,6,113,123,65,531,731,"JKAMP"
"280","ENSG00000050393","ENSG00000050393.11",38,94,179,4,124,0.19,0.55,"MCUR1"
"281","ENSG00000050405","ENSG00000050405.13",231,1.1,153,567,1198,122,400,"LIMA1"
"282","ENSG00000050426","ENSG00000050426.15",0.37,177,215,81,106,0.42,0.097,"LETMD1"
"283","ENSG00000050730","ENSG00000050730.15",272,205,351,886,338,1.2,588,"TNIP3"
"284","ENSG00000050748","ENSG00000050748.17",222,0.05,452,206,86,0.032,0.16,"MAPK9"
"285","ENSG00000051108","ENSG00000051108.14",2905,6130,4226,1940,1873,2460,4660,"HERPUD1"
"286","ENSG00000051523","ENSG00000051523.10",12,20,64,0.59,521,0.032,29,"CYBA"
"287","ENSG00000051596","ENSG00000051596.9",401,0.53,4.1,0.51,158,207,0.26,"THOC3"
"288","ENSG00000051620","ENSG00000051620.10",52,259,500,22,1.8,179,1.7,"HEBP2"
"289","ENSG00000051825","ENSG00000051825.14",205,227,313,143,237,0.097,0.45,"MPHOSPH9"
"290","ENSG00000052126","ENSG00000052126.14",0.26,0.3,140,182,0.014,0.61,0.74,"PLEKHA5"
"291","ENSG00000052723","ENSG00000052723.11",494,401,1009,2.7,241,0.58,869,"SIKE1"
"292","ENSG00000052795","ENSG00000052795.12",0.29,570,0.21,1212,0.32,0.74,0.032,"FNIP2"
"293","ENSG00000052802","ENSG00000052802.12",786,0.05,21,0.034,227,0.61,0.71,"MSMO1"
"294","ENSG00000052841","ENSG00000052841.14",119,198,306,116,218,30,16,"TTC17"
"295","ENSG00000053254","ENSG00000053254.15",65,826,321,149,159,5.9,127,"FOXN3"
"296","ENSG00000053372","ENSG00000053372.4",0.92,0.05,0.3,0.034,119,0.97,0.45,"MRTO4"
"297","ENSG00000053501","ENSG00000053501.12",64,461,378,0.21,202,0.032,0.26,"USE1"
"298","ENSG00000053524","ENSG00000053524.12",0.053,0.25,0.018,0.034,32,0.13,0.097,"MCF2L2"
"299","ENSG00000053770","ENSG00000053770.11",649,206,294,27,175,0.065,11,"AP5M1"
"300","ENSG00000053900","ENSG00000053900.10",78,0.4,125,1490,136,1263,0.032,"ANAPC4"
"301","ENSG00000054116","ENSG00000054116.11",299,0.1,77,0.034,115,0.032,1.2,"TRAPPC3"
"302","ENSG00000054118","ENSG00000054118.13",7863,2740,3386,2948,3634,5087,9333,"THRAP3"
"303","ENSG00000054148","ENSG00000054148.17",312,497,1419,9.7,793,1287,1372,"PHPT1"
"304","ENSG00000054219","ENSG00000054219.10",966,6.7,923,24,593,1296,852,"LY75"
"305","ENSG00000054267","ENSG00000054267.21",3442,1307,2496,2223,2361,2331,1543,"ARID4B"
"306","ENSG00000054277","ENSG00000054277.13",0.079,0.45,0.11,0.52,0.014,0.097,0.54,"OPN3"
"307","ENSG00000054282","ENSG00000054282.15",0.79,0.65,295,0.78,471,1.7,0.68,"SDCCAG8"
"308","ENSG00000054523","ENSG00000054523.17",0.68,4.3,631,127,86,51,269,"KIF1B"
"309","ENSG00000054654","ENSG00000054654.16",3906,5753,4648,926,2395,2965,1898,"SYNE2"
"310","ENSG00000054967","ENSG00000054967.12",0.18,1,0.21,0.1,295,0.78,0.032,"RELT"
"311","ENSG00000054983","ENSG00000054983.16",638,0.4,0.6,125,165,189,208,"GALC"
"312","ENSG00000055044","ENSG00000055044.10",6926,8793,9636,5302,5069,2477,7421,"NOP58"
"313","ENSG00000055070","ENSG00000055070.16",110,17,158,1.3,184,531,0.77,"SZRD1"
"314","ENSG00000055130","ENSG00000055130.15",477,89,244,30,535,660,3.2,"CUL1"
"315","ENSG00000055147","ENSG00000055147.18",35,86,80,61,49,0.032,0.32,"FAM114A2"
"316","ENSG00000055163","ENSG00000055163.19",247,21,1844,195,580,326,1021,"CYFIP2"
"317","ENSG00000055208","ENSG00000055208.18",1325,418,1276,1946,897,1137,215,"TAB2"
"318","ENSG00000055211","ENSG00000055211.12",120,3.4,446,94,140,59,0.32,"GINM1"
"319","ENSG00000055332","ENSG00000055332.16",1291,0.3,311,1283,221,0.84,1051,"EIF2AK2"
"320","ENSG00000055483","ENSG00000055483.19",69,28,125,214,604,194,1108,""
"321","ENSG00000055609","ENSG00000055609.17",107,945,1791,1210,1225,1259,563,"KMT2C"
"322","ENSG00000055917","ENSG00000055917.15",1103,2.1,642,3.2,785,529,421,"PUM2"
"323","ENSG00000055950","ENSG00000055950.16",332,0.85,298,0.55,207,76,1.5,"MRPL43"
"324","ENSG00000056050","ENSG00000056050.6",303,1397,187,236,185,0.19,0.42,"HPF1"
"325","ENSG00000056097","ENSG00000056097.15",379,1560,1052,0.34,1016,670,73,"ZFR"
"326","ENSG00000056558","ENSG00000056558.10",89,0.5,345,126,388,1.1,111,"TRAF1"
"327","ENSG00000056586","ENSG00000056586.15",359,279,425,279,361,781,287,"RC3H2"
"328","ENSG00000057252","ENSG00000057252.12",27,128,797,3.3,275,0.65,498,"SOAT1"
"329","ENSG00000057608","ENSG00000057608.16",522,674,1436,891,1057,1444,1330,"GDI2"
"330","ENSG00000057657","ENSG00000057657.15",6079,6637,7526,4482,4772,7745,19886,"PRDM1"
"331","ENSG00000057663","ENSG00000057663.14",719,756,657,866,1037,952,796,"ATG5"
"332","ENSG00000057757","ENSG00000057757.9",581,276,11,0.52,300,0.32,149,"PITHD1"
"333","ENSG00000058063","ENSG00000058063.15",69,113,565,376,229,26,5.2,"ATP11B"
"334","ENSG00000058262","ENSG00000058262.9",140,183,143,2.6,114,0.29,1.1,"SEC61A1"
"335","ENSG00000058272","ENSG00000058272.16",1517,1478,820,205,691,478,1372,"PPP1R12A"
"336","ENSG00000058600","ENSG00000058600.15",366,1125,1137,476,878,643,1775,"POLR3E"
"337","ENSG00000058668","ENSG00000058668.14",1177,1286,615,302,1052,498,313,"ATP2B4"
"338","ENSG00000058673","ENSG00000058673.16",2692,292,2387,744,1045,254,127,"ZC3H11A"
"339","ENSG00000058729","ENSG00000058729.10",132,0.15,72,10,7.8,737,73,"RIOK2"
"340","ENSG00000059377","ENSG00000059377.16",0.053,0.15,0.21,231,189,799,0.55,"TBXAS1"
"341","ENSG00000059378","ENSG00000059378.12",305,384,799,5.4,205,621,0.032,"PARP12"
"342","ENSG00000059573","ENSG00000059573.8",210,0.2,17,0.034,56,0.32,0.16,"ALDH18A1"
"343","ENSG00000059588","ENSG00000059588.9",12,0.95,0.32,3.9,41,0.19,1.2,"TARBP1"
"344","ENSG00000059728","ENSG00000059728.10",282,291,101,1.2,35,94,22,"MXD1"
"345","ENSG00000059758","ENSG00000059758.7",0.63,1568,240,1.5,419,1199,0.35,"CDK17"
"346","ENSG00000059804","ENSG00000059804.15",268,108,3718,1141,1155,2133,1004,"SLC2A3"
"347","ENSG00000060138","ENSG00000060138.12",0.89,0.85,51,0.14,0.18,441,0.58,"YBX3"
"348","ENSG00000060237","ENSG00000060237.16",486,1250,1469,848,1229,1098,2689,"WNK1"
"349","ENSG00000060339","ENSG00000060339.13",615,951,327,244,626,1280,35,"CCAR1"
"350","ENSG00000060688","ENSG00000060688.12",2.6,0.15,45,180,335,0.45,480,"SNRNP40"
"351","ENSG00000060749","ENSG00000060749.14",0.053,0.05,55,0.069,25,136,0.74,"QSER1"
"352","ENSG00000060762","ENSG00000060762.18",722,313,279,531,560,929,248,"MPC1"
"353","ENSG00000060971","ENSG00000060971.17",102,0.15,749,16,226,0.097,66,"ACAA1"
"354","ENSG00000060982","ENSG00000060982.14",173,127,0.6,0.41,43,762,0.52,"BCAT1"
"355","ENSG00000061273","ENSG00000061273.17",71,11,100,1.2,34,21,3.6,"HDAC7"
"356","ENSG00000061794","ENSG00000061794.12",2.4,0.05,90,0.62,432,0.84,0.48,"MRPS35"
"357","ENSG00000062194","ENSG00000062194.15",1510,3766,3793,2873,2429,4195,6860,"GPBP1"
"358","ENSG00000062485","ENSG00000062485.18",562,0.25,1052,2.9,273,0.68,650,"CS"
"359","ENSG00000062582","ENSG00000062582.13",338,8.8,559,373,229,1.3,133,"MRPS24"
"360","ENSG00000062650","ENSG00000062650.18",932,645,918,110,496,33,109,"WAPL"
"361","ENSG00000062716","ENSG00000062716.12",1880,5280,1983,96,1535,3322,1318,"VMP1"
"362","ENSG00000062725","ENSG00000062725.9",1.6,311,67,0.1,115,0.032,377,"APPBP2"
"363","ENSG00000063046","ENSG00000063046.17",4871,1183,2452,1434,2409,1777,3994,"EIF4B"
"364","ENSG00000063177","ENSG00000063177.12",1142,1007,4297,2544,3638,1983,3232,"RPL18"
"365","ENSG00000063244","ENSG00000063244.12",28,7.1,37,24,65,0.032,229,"U2AF2"
"366","ENSG00000063245","ENSG00000063245.14",35,0.1,0.018,124,4.9,0.097,0.19,"EPN1"
"367","ENSG00000063322","ENSG00000063322.13",209,0.2,446,177,279,197,891,"MED29"
"368","ENSG00000063587","ENSG00000063587.13",0.079,459,0.07,0.62,50,274,0.23,"ZNF275"
"369","ENSG00000063854","ENSG00000063854.12",420,0.1,604,0.14,143,0.065,1.5,"HAGH"
"370","ENSG00000063978","ENSG00000063978.15",372,388,244,523,484,363,752,"RNF4"
"371","ENSG00000064012","ENSG00000064012.21",1572,378,932,631,598,0.58,81,"CASP8"
"372","ENSG00000064102","ENSG00000064102.14",1413,480,522,339,95,1844,104,"INTS13"
"373","ENSG00000064313","ENSG00000064313.11",1.7,61,559,0.31,178,0.52,1.3,"TAF2"
"374","ENSG00000064393","ENSG00000064393.15",903,22,646,422,513,219,541,"HIPK2"
"375","ENSG00000064601","ENSG00000064601.16",617,105,780,16,462,301,8.1,"CTSA"
"376","ENSG00000064651","ENSG00000064651.13",27,2140,550,0.31,866,1339,2896,"SLC12A2"
"377","ENSG00000064666","ENSG00000064666.14",353,242,1174,124,1013,973,759,"CNN2"
"378","ENSG00000064933","ENSG00000064933.17",12,901,0.19,83,166,0.23,0.065,"PMS1"
"379","ENSG00000064995","ENSG00000064995.16",992,551,89,0.34,218,0.74,0.45,"TAF11"
"380","ENSG00000065000","ENSG00000065000.15",0.39,247,87,79,273,78,547,"AP3D1"
"381","ENSG00000065135","ENSG00000065135.10",1675,220,1054,508,1160,1978,1773,"GNAI3"
"382","ENSG00000065150","ENSG00000065150.18",454,0.05,30,95,44,0.32,0.26,"IPO5"
"383","ENSG00000065154","ENSG00000065154.11",94,542,186,3.7,300,0.29,2.4,"OAT"
"384","ENSG00000065243","ENSG00000065243.19",359,25,317,0.86,384,209,1239,"PKN2"
"385","ENSG00000065357","ENSG00000065357.19",943,340,245,627,577,417,0.35,"DGKA"
"386","ENSG00000065413","ENSG00000065413.18",2816,1591,334,1035,1402,578,1145,"ANKRD44"
"387","ENSG00000065427","ENSG00000065427.14",773,175,1377,81,382,283,420,"KARS1"
"388","ENSG00000065518","ENSG00000065518.7",398,1500,1651,163,1288,898,1590,"NDUFB4"
"389","ENSG00000065526","ENSG00000065526.10",424,1960,233,626,1139,1200,407,"SPEN"
"390","ENSG00000065548","ENSG00000065548.17",761,223,1092,80,1076,955,423,"ZC3H15"
"391","ENSG00000065613","ENSG00000065613.13",1086,552,1637,82,896,1236,412,"SLK"
"392","ENSG00000065675","ENSG00000065675.14",68,140,483,0.34,315,0.16,156,"PRKCQ"
"393","ENSG00000065802","ENSG00000065802.11",6.4,118,102,20,78,0.032,0.032,"ASB1"
"394","ENSG00000065809","ENSG00000065809.13",3414,2360,2595,2445,1134,4142,753,"FAM107B"
"395","ENSG00000065882","ENSG00000065882.15",0.58,0.05,2,0.034,80,3.8,0.81,"TBC1D1"
"396","ENSG00000065883","ENSG00000065883.14",403,74,575,5.9,623,202,233,"CDK13"
"397","ENSG00000065911","ENSG00000065911.11",239,924,1564,1259,762,1.8,1172,"MTHFD2"
"398","ENSG00000065923","ENSG00000065923.9",0.47,0.25,433,0.1,262,0.48,0.065,"SLC9A7"
"399","ENSG00000065978","ENSG00000065978.18",1833,9626,5098,2187,2082,4843,2123,"YBX1"
"400","ENSG00000065989","ENSG00000065989.15",319,569,1108,389,67,190,491,"PDE4A"
"401","ENSG00000066027","ENSG00000066027.11",0.42,16,138,361,249,801,35,"PPP2R5A"
"402","ENSG00000066044","ENSG00000066044.14",6.1,1239,229,0.24,326,0.48,2.7,"ELAVL1"
"403","ENSG00000066136","ENSG00000066136.20",1.3,58,121,157,139,0.48,0.42,"NFYC"
"404","ENSG00000066279","ENSG00000066279.17",223,33,100,0.24,57,0.23,2,"ASPM"
"405","ENSG00000066294","ENSG00000066294.14",685,353,461,304,539,861,740,"CD84"
"406","ENSG00000066322","ENSG00000066322.14",218,0.2,2.1,0.14,81,0.097,523,"ELOVL1"
"407","ENSG00000066422","ENSG00000066422.4",253,0.1,215,44,309,817,363,"ZBTB11"
"408","ENSG00000066427","ENSG00000066427.21",438,140,309,92,339,196,0.32,"ATXN3"
"409","ENSG00000066455","ENSG00000066455.12",105,0.1,88,0.14,69,37,1.3,"GOLGA5"
"410","ENSG00000066583","ENSG00000066583.11",834,0.8,142,0.1,323,1571,2,"ISOC1"
"411","ENSG00000066654","ENSG00000066654.13",2556,1626,1264,512,1591,1167,606,"THUMPD1"
"412","ENSG00000066739","ENSG00000066739.11",28,1.2,391,20,173,0.065,3.9,"ATG2B"
"413","ENSG00000066777","ENSG00000066777.8",281,44,208,0.48,264,0.13,1,"ARFGEF1"
"414","ENSG00000066933","ENSG00000066933.15",445,3,83,1.1,137,0.58,744,"MYO9A"
"415","ENSG00000067057","ENSG00000067057.16",0.45,168,487,155,65,333,267,"PFKP"
"416","ENSG00000067064","ENSG00000067064.10",188,270,3080,872,1279,1593,3115,"IDI1"
"417","ENSG00000067066","ENSG00000067066.16",2111,302,1362,1296,874,170,905,"SP100"
"418","ENSG00000067082","ENSG00000067082.14",13128,6352,12909,3169,4510,2615,1887,"KLF6"
"419","ENSG00000067113","ENSG00000067113.16",0.51,78,7.5,0.69,242,0.19,0.49,"PLPP1"
"420","ENSG00000067167","ENSG00000067167.7",2356,2600,1364,67,1477,350,2831,"TRAM1"
"421","ENSG00000067208","ENSG00000067208.14",1.3,0.55,0.053,0.17,0.083,0.48,1.1,"EVI5"
"422","ENSG00000067225","ENSG00000067225.17",1007,912,1543,1391,1324,3451,1088,"PKM"
"423","ENSG00000067248","ENSG00000067248.9",30,0.55,273,408,246,0.52,1930,"DHX29"
"424","ENSG00000067334","ENSG00000067334.13",1848,2243,3572,54,1399,1574,995,"DNTTIP2"
"425","ENSG00000067369","ENSG00000067369.13",35,90,111,185,117,0.13,0.097,"TP53BP1"
"426","ENSG00000067533","ENSG00000067533.5",1735,365,108,0.069,126,768,601,"RRP15"
"427","ENSG00000067560","ENSG00000067560.10",3984,3152,4718,1725,3476,4154,3956,"RHOA"
"428","ENSG00000067596","ENSG00000067596.10",75,119,350,10,109,0.23,0.35,""
"429","ENSG00000067704","ENSG00000067704.9",114,109,88,0.1,123,86,0.74,"IARS2"
"430","ENSG00000067829","ENSG00000067829.18",9.1,40,589,0.1,226,570,433,"IDH3G"
"431","ENSG00000067900","ENSG00000067900.7",1299,2512,1185,1153,943,69,1077,"ROCK1"
"432","ENSG00000067955","ENSG00000067955.13",529,217,708,0.17,800,14,2075,"CBFB"
"433","ENSG00000068024","ENSG00000068024.16",89,21,279,16,200,0.032,0.29,"HDAC4"
"434","ENSG00000068028","ENSG00000068028.17",8.9,1.1,296,59,13,0.39,0.74,"RASSF1"
"435","ENSG00000068120","ENSG00000068120.14",169,0.4,16,196,21,0.065,0.48,"COASY"
"436","ENSG00000068305","ENSG00000068305.17",64,1210,3.7,39,35,650,0.95,"MEF2A"
"437","ENSG00000068308","ENSG00000068308.13",0.26,1653,413,48,146,0.45,74,"OTUD5"
"438","ENSG00000068366","ENSG00000068366.19",1800,567,297,658,420,0.032,1.1,"ACSL4"
"439","ENSG00000068400","ENSG00000068400.13",76,0.4,64,348,358,0.097,0.68,"GRIPAP1"
"440","ENSG00000068650","ENSG00000068650.18",0.053,0.05,0.088,178,93,0.42,89,"ATP11A"
"441","ENSG00000068697","ENSG00000068697.6",636,370,639,2.9,617,0.45,63,"LAPTM4A"
"442","ENSG00000068745","ENSG00000068745.14",558,506,211,108,549,841,84,"IP6K2"
"443","ENSG00000068796","ENSG00000068796.16",1060,342,176,2117,379,456,420,"KIF2A"
"444","ENSG00000068878","ENSG00000068878.14",609,560,452,218,588,662,2.1,"PSME4"
"445","ENSG00000068912","ENSG00000068912.13",492,1570,986,1.8,408,749,1468,"ERLEC1"
"446","ENSG00000069020","ENSG00000069020.18",883,1734,707,142,1094,1640,212,"MAST4"
"447","ENSG00000069248","ENSG00000069248.11",0.21,0.25,21,0.14,19,0.35,0.065,"NUP133"
"448","ENSG00000069275","ENSG00000069275.12",2622,1918,1600,205,886,1038,1337,"NUCKS1"
"449","ENSG00000069329","ENSG00000069329.16",682,130,1152,532,381,234,682,"VPS35"
"450","ENSG00000069345","ENSG00000069345.11",595,265,969,74,806,645,33,"DNAJA2"
"451","ENSG00000069399","ENSG00000069399.14",187,3.4,28,0.52,82,0.23,1.2,"BCL3"
"452","ENSG00000069424","ENSG00000069424.14",25,0.2,116,443,94,130,47,"KCNAB2"
"453","ENSG00000069493","ENSG00000069493.14",6099,4432,5781,2696,3733,6473,6468,"CLEC2D"
"454","ENSG00000069667","ENSG00000069667.15",2571,5412,5296,1912,5559,1374,1480,"RORA"
"455","ENSG00000069849","ENSG00000069849.10",3008,3184,7268,2431,4352,1348,5617,"ATP1B3"
"456","ENSG00000069869","ENSG00000069869.15",0.21,17,914,0.034,33,0.16,0.68,"NEDD4"
"457","ENSG00000069943","ENSG00000069943.9",0.22,0.05,216,0.034,232,526,0.097,"PIGB"
"458","ENSG00000069956","ENSG00000069956.11",64,116,472,262,327,333,141,"MAPK6"
"459","ENSG00000069974","ENSG00000069974.15",1581,681,2051,942,1145,1827,1076,"RAB27A"
"460","ENSG00000070010","ENSG00000070010.18",1929,239,1573,265,845,1102,229,"UFD1"
"461","ENSG00000070061","ENSG00000070061.14",0.13,5.8,39,54,416,50,64,"ELP1"
"462","ENSG00000070081","ENSG00000070081.15",235,716,525,99,327,585,3,"NUCB2"
"463","ENSG00000070190","ENSG00000070190.12",755,13,1236,700,482,1217,1145,"DAPP1"
"464","ENSG00000070214","ENSG00000070214.15",75,0.9,0.018,0.38,165,0.52,0.61,"SLC44A1"
"465","ENSG00000070367","ENSG00000070367.15",8,2139,688,146,173,329,417,"EXOC5"
"466","ENSG00000070495","ENSG00000070495.14",879,666,1012,113,520,161,541,"JMJD6"
"467","ENSG00000070501","ENSG00000070501.11",0.42,0.15,315,0.38,177,0.13,1.5,"POLB"
"468","ENSG00000070540","ENSG00000070540.12",112,0.25,332,0.28,14,0.13,0.29,"WIPI1"
"469","ENSG00000070718","ENSG00000070718.11",499,800,821,0.034,163,0.097,280,"AP3M2"
"470","ENSG00000070756","ENSG00000070756.15",6366,8510,11822,6312,8077,6634,4384,"PABPC1"
"471","ENSG00000070770","ENSG00000070770.8",71,1487,668,218,569,1112,1055,"CSNK2A2"
"472","ENSG00000070814","ENSG00000070814.17",11,86,86,24,156,0.032,102,"TCOF1"
"473","ENSG00000070831","ENSG00000070831.15",13206,12569,12324,3957,6700,9941,9915,"CDC42"
"474","ENSG00000070882","ENSG00000070882.12",0.58,100,163,519,173,0.29,307,"OSBPL3"
"475","ENSG00000070950","ENSG00000070950.9",44,7.6,374,6.7,227,0.065,1396,"RAD18"
"476","ENSG00000070961","ENSG00000070961.15",1429,2501,291,303,741,957,3635,"ATP2B1"
"477","ENSG00000071051","ENSG00000071051.13",87,1272,133,466,441,171,314,"NCK2"
"478","ENSG00000071054","ENSG00000071054.16",201,7.1,263,1.3,148,472,1099,"MAP4K4"
"479","ENSG00000071073","ENSG00000071073.12",405,750,2795,905,5208,3959,2319,"MGAT4A"
"480","ENSG00000071082","ENSG00000071082.10",3985,2028,8446,2817,7916,4234,1953,"RPL31"
"481","ENSG00000071127","ENSG00000071127.16",1118,150,651,371,235,5.7,68,"WDR1"
"482","ENSG00000071189","ENSG00000071189.21",334,495,61,0.1,13,25,0.097,"SNX13"
"483","ENSG00000071205","ENSG00000071205.11",0.11,0.1,0.46,3.8,81,0.065,1.3,"ARHGAP10"
"484","ENSG00000071243","ENSG00000071243.15",2422,84,1721,0.1,748,1,7.2,"ING3"
"485","ENSG00000071462","ENSG00000071462.11",229,142,2059,2.8,618,1236,0.84,"BUD23"
"486","ENSG00000071537","ENSG00000071537.13",1096,923,77,685,679,287,3068,"SEL1L"
"487","ENSG00000071553","ENSG00000071553.16",256,0.05,44,54,276,625,0.55,"ATP6AP1"
"488","ENSG00000071564","ENSG00000071564.14",127,77,0.82,2.9,29,88,0.19,"TCF3"
"489","ENSG00000071575","ENSG00000071575.11",0.26,143,559,863,663,840,1012,"TRIB2"
"490","ENSG00000071626","ENSG00000071626.16",242,471,6.2,146,28,87,0.19,"DAZAP1"
"491","ENSG00000071794","ENSG00000071794.15",11,1.2,56,0.1,78,0.77,187,"HLTF"
"492","ENSG00000071859","ENSG00000071859.14",247,137,322,0.034,176,0.16,108,"FAM50A"
"493","ENSG00000071994","ENSG00000071994.10",122,210,446,48,51,503,572,"PDCD2"
"494","ENSG00000072042","ENSG00000072042.12",704,550,542,113,609,0.94,1.1,"RDH11"
"495","ENSG00000072062","ENSG00000072062.13",0.29,125,0.088,0.034,27,0.39,0.29,"PRKACA"
"496","ENSG00000072274","ENSG00000072274.12",1097,50,744,1189,898,960,1126,"TFRC"
"497","ENSG00000072364","ENSG00000072364.12",589,0.15,489,0.79,180,330,0.94,"AFF4"
"498","ENSG00000072401","ENSG00000072401.14",1.1,404,171,0.38,46,0.35,4.2,"UBE2D1"
"499","ENSG00000072501","ENSG00000072501.17",1205,1456,306,72,415,144,1171,"SMC1A"
"500","ENSG00000072506","ENSG00000072506.12",286,9.1,672,0.14,424,1744,144,"HSD17B10"
"501","ENSG00000072518","ENSG00000072518.20",0.026,1.8,0.11,2.2,72,0.13,0.032,"MARK2"
"502","ENSG00000072571","ENSG00000072571.19",0.026,11,0.053,0.069,0.014,0.39,83,"HMMR"
"503","ENSG00000072609","ENSG00000072609.17",1.3,0.4,66,0.034,360,0.23,798,"CHFR"
"504","ENSG00000072736","ENSG00000072736.18",0.14,109,814,23,318,0.032,0.56,"NFATC3"
"505","ENSG00000072756","ENSG00000072756.16",2.2,104,171,0.1,15,0.097,271,"TRNT1"
"506","ENSG00000072778","ENSG00000072778.19",266,25,346,58,257,23,221,"ACADVL"
"507","ENSG00000072786","ENSG00000072786.12",333,1.8,68,56,306,0.032,629,"STK10"
"508","ENSG00000072803","ENSG00000072803.17",54,306,183,0.069,125,1.3,0.065,"FBXW11"
"509","ENSG00000072818","ENSG00000072818.11",99,341,338,194,457,3.8,233,"ACAP1"
"510","ENSG00000072849","ENSG00000072849.10",1136,1121,630,297,873,2968,3207,"DERL2"
"511","ENSG00000072864","ENSG00000072864.14",87,0.3,448,0.034,82,0.065,206,"NDE1"
"512","ENSG00000072958","ENSG00000072958.8",1031,496,150,0.24,196,0.52,32,"AP1M1"
"513","ENSG00000073417","ENSG00000073417.14",0.63,0.05,119,847,87,0.13,0.65,"PDE8A"
"514","ENSG00000073578","ENSG00000073578.16",270,557,623,57,298,1060,170,"SDHA"
"515","ENSG00000073584","ENSG00000073584.18",3025,111,2236,532,997,2693,2135,"SMARCE1"
"516","ENSG00000073614","ENSG00000073614.12",515,1283,1496,679,975,917,2244,"KDM5A"
"517","ENSG00000073756","ENSG00000073756.11",0.47,0.95,0.33,84,0.028,5.4,0.097,"PTGS2"
"518","ENSG00000073803","ENSG00000073803.13",0.34,2,259,224,144,0.65,1.3,"MAP3K13"
"519","ENSG00000073849","ENSG00000073849.14",1.2,747,17,395,17,0.58,43,"ST6GAL1"
"520","ENSG00000073921","ENSG00000073921.17",2.1,2.8,6.1,321,139,612,607,"PICALM"
"521","ENSG00000073969","ENSG00000073969.18",42,660,83,0.074,52,0.097,0.16,"NSF"
"522","ENSG00000074054","ENSG00000074054.17",1.8,6.8,304,774,184,55,0.23,"CLASP1"
"523","ENSG00000074071","ENSG00000074071.14",577,3.4,159,254,467,0.29,1127,"MRPS34"
"524","ENSG00000074201","ENSG00000074201.8",575,2612,470,0.55,241,255,972,"CLNS1A"
"525","ENSG00000074266","ENSG00000074266.19",598,2167,874,240,365,1892,5.8,"EED"
"526","ENSG00000074319","ENSG00000074319.12",390,85,185,2.6,287,0.26,2.9,"TSG101"
"527","ENSG00000074356","ENSG00000074356.16",0.82,219,777,1076,338,0.74,0.94,"NCBP3"
"528","ENSG00000074370","ENSG00000074370.17",563,538,0.21,0.93,130,1,35,"ATP2A3"
"529","ENSG00000074416","ENSG00000074416.13",0.11,0.05,0.14,0.1,0.6,0.26,2.4,"MGLL"
"530","ENSG00000074603","ENSG00000074603.18",335,428,264,8.4,231,422,148,"DPP8"
"531","ENSG00000074695","ENSG00000074695.5",678,979,829,88,661,150,1795,"LMAN1"
"532","ENSG00000074696","ENSG00000074696.12",856,1031,756,0.034,420,463,4.8,"HACD3"
"533","ENSG00000074706","ENSG00000074706.13",571,547,664,132,576,2778,7.5,"IPCEF1"
"534","ENSG00000074755","ENSG00000074755.14",340,0.3,65,0.1,440,1365,0.29,"ZZEF1"
"535","ENSG00000074800","ENSG00000074800.13",4904,5646,4873,1794,4746,4296,2537,"ENO1"
"536","ENSG00000074842","ENSG00000074842.7",358,1140,704,122,937,532,109,"MYDGF"
"537","ENSG00000075089","ENSG00000075089.9",390,0.35,94,473,241,463,1.2,"ACTR6"
"538","ENSG00000075142","ENSG00000075142.13",2048,868,788,204,557,526,699,"SRI"
"539","ENSG00000075151","ENSG00000075151.20",107,38,485,916,819,0.71,942,"EIF4G3"
"540","ENSG00000075239","ENSG00000075239.13",304,439,316,0.31,579,404,8.5,"ACAT1"
"541","ENSG00000075292","ENSG00000075292.18",922,0.45,767,2125,879,86,1.4,"ZNF638"
"542","ENSG00000075407","ENSG00000075407.18",155,6.2,0.35,0.21,35,1.4,0.35,"ZNF37A"
"543","ENSG00000075413","ENSG00000075413.17",279,0.25,213,208,63,339,1638,"MARK3"
"544","ENSG00000075415","ENSG00000075415.12",1528,900,1632,498,1131,1121,7.9,"SLC25A3"
