#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
YPEL5	CNN2	4445229	4435198	9606.ENSP00000368835	9606.ENSP00000263097	0	0	0	0	0	0	0.900	0	0.900
ILF2	CNN2	4442589	4435198	9606.ENSP00000355011	9606.ENSP00000263097	0	0	0	0	0	0	0.900	0	0.900
AP3S1	BLOC1S6	4439757	4433120	9606.ENSP00000325369	9606.ENSP00000220531	0	0	0	0	0	0	0.900	0	0.900
CEP57	RAB8A	4439159	4437702	9606.ENSP00000317902	9606.ENSP00000300935	0	0	0	0	0	0	0.900	0	0.900
SRP9	RPN1	4438111	4437255	9606.ENSP00000305230	9606.ENSP00000296255	0	0	0	0	0	0	0.900	0	0.900
GNG2	CD3D	4440566	4437689	9606.ENSP00000334448	9606.ENSP00000300692	0	0	0	0	0	0	0.900	0.047	0.900
TNFRSF1B	PSMA2	4444700	4433278	9606.ENSP00000365435	9606.ENSP00000223321	0	0	0	0	0	0	0.900	0	0.900
ATP6AP2	SVIP	4445054	4441592	9606.ENSP00000367697	9606.ENSP00000346130	0	0	0	0	0	0	0.900	0	0.900
CCT4	GNG2	4446274	4440566	9606.ENSP00000377958	9606.ENSP00000334448	0	0	0	0	0	0	0.900	0	0.900
OAZ1	PSMA2	4451069	4433278	9606.ENSP00000473381	9606.ENSP00000223321	0	0	0	0	0	0	0.900	0	0.900
DTX3L	RNF7	4437247	4436081	9606.ENSP00000296161	9606.ENSP00000273480	0	0	0	0	0	0	0.900	0	0.900
CPSF6	STAT3	4435722	4435468	9606.ENSP00000266679	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0	0.900
GNG2	CCT7	4440566	4434598	9606.ENSP00000334448	9606.ENSP00000258091	0	0	0	0	0	0	0.900	0	0.900
CHD4	FAM60A	4441937	4440796	9606.ENSP00000349508	9606.ENSP00000337477	0	0	0	0	0	0	0.900	0	0.900
YPEL5	ILF2	4445229	4442589	9606.ENSP00000368835	9606.ENSP00000355011	0	0	0	0	0	0	0.900	0	0.900
SPCS3	RPSA	4449402	4441585	9606.ENSP00000427463	9606.ENSP00000346067	0	0	0	0	0	0	0.900	0	0.900
CCL4	AP2M1	4451651	4436990	9606.ENSP00000482259	9606.ENSP00000292807	0	0	0	0	0	0	0.900	0	0.900
LCK	GNG2	4440823	4440566	9606.ENSP00000337825	9606.ENSP00000334448	0	0	0	0	0	0.050	0.900	0	0.900
TNFRSF1B	PSMD8	4444700	4432854	9606.ENSP00000365435	9606.ENSP00000215071	0	0	0	0	0	0	0.900	0	0.900
CHD4	HINT1	4441937	4438030	9606.ENSP00000349508	9606.ENSP00000304229	0	0	0	0	0	0	0.900	0	0.900
RNF7	RNF114	4436081	4433880	9606.ENSP00000273480	9606.ENSP00000244061	0	0	0	0	0	0	0.900	0	0.900
ACTR2	CD3D	4444985	4437689	9606.ENSP00000367220	9606.ENSP00000300692	0	0	0	0	0	0	0.900	0	0.900
HIF1A	PSMD8	4449842	4432854	9606.ENSP00000437955	9606.ENSP00000215071	0	0	0	0	0	0	0.900	0	0.900
ARIH2	DTX3L	4441860	4437247	9606.ENSP00000348769	9606.ENSP00000296161	0	0	0	0	0	0	0.900	0	0.900
FAM60A	HINT1	4440796	4438030	9606.ENSP00000337477	9606.ENSP00000304229	0	0	0	0	0	0	0.900	0	0.900
TNRC6B	DPY30	4448205	4441561	9606.ENSP00000401946	9606.ENSP00000345837	0	0	0	0	0	0	0.900	0	0.900
ANAPC11	DTX3L	4441990	4437247	9606.ENSP00000349957	9606.ENSP00000296161	0	0	0	0	0	0	0.900	0	0.900
UBE2J1	DTX3L	4450351	4437247	9606.ENSP00000451261	9606.ENSP00000296161	0	0	0	0	0	0	0.900	0	0.900
ANAPC11	RNF114	4441990	4433880	9606.ENSP00000349957	9606.ENSP00000244061	0	0	0	0	0	0	0.900	0	0.900
SYNE2	TERF2IP	4442074	4437630	9606.ENSP00000350719	9606.ENSP00000300086	0	0	0	0	0	0	0.900	0	0.900
DTX3L	UBE2B	4437247	4435585	9606.ENSP00000296161	9606.ENSP00000265339	0	0	0	0	0	0	0.900	0	0.900
ARIH2	RNF114	4441860	4433880	9606.ENSP00000348769	9606.ENSP00000244061	0	0	0	0	0	0	0.900	0	0.900
SARNP	U2AF1L4	4440807	4436995	9606.ENSP00000337632	9606.ENSP00000292879	0	0	0	0	0	0	0.900	0	0.900
OPTN	CEP57	4445111	4439159	9606.ENSP00000368022	9606.ENSP00000317902	0	0	0	0	0	0	0.900	0	0.900
TOP2B	SMC4	4447941	4441992	9606.ENSP00000396704	9606.ENSP00000349961	0.043	0	0	0	0.737	0.195	0	0.553	0.897
BLOC1S1	BCAS4	4450232	4442169	9606.ENSP00000447537	9606.ENSP00000351642	0	0	0	0	0.056	0.737	0.540	0.199	0.896
NFE2L2	MAF	4446632	4439893	9606.ENSP00000380252	9606.ENSP00000327048	0	0	0	0	0	0.465	0	0.814	0.896
SPCS3	PSMA2	4449402	4433278	9606.ENSP00000427463	9606.ENSP00000223321	0	0	0	0	0.829	0	0	0.418	0.896
RPL10A	MRPL33	4444285	4437235	9606.ENSP00000363018	9606.ENSP00000296102	0.219	0	0	0	0.239	0.712	0	0.419	0.887
GLTSCR2	KRR1	4433999	4433449	9606.ENSP00000246802	9606.ENSP00000229214	0	0	0	0	0.869	0	0	0.173	0.887
DDX24	WDR43	4451587	4447102	9606.ENSP00000481495	9606.ENSP00000384302	0	0	0	0	0.884	0.050	0	0.050	0.886
MRPL33	RPL8	4437235	4435108	9606.ENSP00000296102	9606.ENSP00000262584	0.180	0	0	0	0.275	0.713	0	0.378	0.879
SYNCRIP	RPSA	4443358	4441585	9606.ENSP00000358635	9606.ENSP00000346067	0	0	0	0	0.850	0.140	0	0.103	0.874
ANAPC11	HSPB11	4441990	4432757	9606.ENSP00000349957	9606.ENSP00000194214	0	0	0	0	0.063	0.747	0	0.512	0.874
TRA2B	EIF3I	4448854	4444219	9606.ENSP00000416959	9606.ENSP00000362688	0	0	0	0	0.318	0.821	0	0.057	0.874
C14orf2	ATP5E	4448197	4433873	9606.ENSP00000401770	9606.ENSP00000243997	0	0	0	0	0.410	0.183	0.720	0.177	0.874
EIF3I	PSMA2	4444219	4433278	9606.ENSP00000362688	9606.ENSP00000223321	0	0	0	0	0.871	0	0	0.063	0.874
FKBP1A	HINT1	4446979	4438030	9606.ENSP00000383003	9606.ENSP00000304229	0	0	0	0	0.175	0.807	0	0.270	0.873
DHX9	ILF2	4442908	4442589	9606.ENSP00000356520	9606.ENSP00000355011	0	0	0	0	0.664	0.330	0	0.472	0.870
DNAJB11	HSPA1A	4448735	4444600	9606.ENSP00000414398	9606.ENSP00000364802	0.043	0	0.404	0	0.141	0.478	0	0.568	0.869
PPP6R3	EIF4A3	4446190	4435883	9606.ENSP00000377390	9606.ENSP00000269349	0	0	0	0	0.064	0.858	0	0.082	0.868
RAN	CCT4	4450191	4446274	9606.ENSP00000446215	9606.ENSP00000377958	0	0	0	0	0.849	0	0	0.149	0.866
SRSF10	TRA2B	4449097	4448854	9606.ENSP00000420195	9606.ENSP00000416959	0	0	0	0.667	0.491	0.696	0	0.541	0.866
DDX24	EIF4A3	4451587	4435883	9606.ENSP00000481495	9606.ENSP00000269349	0	0	0.417	0.681	0.833	0	0	0.261	0.864
CCT4	RPL8	4446274	4435108	9606.ENSP00000377958	9606.ENSP00000262584	0	0	0.217	0	0.815	0	0	0.127	0.863
CCT4	PSMA2	4446274	4433278	9606.ENSP00000377958	9606.ENSP00000223321	0	0	0.389	0	0.783	0	0	0.049	0.863
WDR43	GLTSCR2	4447102	4433999	9606.ENSP00000384302	9606.ENSP00000246802	0	0	0	0	0.843	0	0	0.155	0.861
DDX24	RSL1D1	4451587	4450638	9606.ENSP00000481495	9606.ENSP00000460871	0	0	0	0	0.830	0.169	0	0.090	0.860
UBE2J1	DERL2	4450351	4432675	9606.ENSP00000451261	9606.ENSP00000158771	0	0	0	0	0.187	0.344	0	0.757	0.859
MDH2	ATP5G3	4439895	4436602	9606.ENSP00000327070	9606.ENSP00000284727	0.045	0	0	0	0.851	0	0	0.083	0.858
SFPQ	CPSF6	4441968	4435722	9606.ENSP00000349748	9606.ENSP00000266679	0	0	0	0	0.741	0	0	0.470	0.857
PRPF39	SNRPA1	4441785	4434347	9606.ENSP00000348010	9606.ENSP00000254193	0	0	0	0	0.138	0.692	0	0.501	0.856
UBE2L3	ARIH2	4448147	4441860	9606.ENSP00000400906	9606.ENSP00000348769	0	0	0	0	0	0.534	0	0.701	0.855
RPL10A	CCT7	4444285	4434598	9606.ENSP00000363018	9606.ENSP00000258091	0	0	0	0	0.726	0	0	0.489	0.854
EIF4A3	GLTSCR2	4435883	4433999	9606.ENSP00000269349	9606.ENSP00000246802	0	0	0	0	0.832	0.050	0	0.159	0.854
USP8	UBE2I	4446553	4441792	9606.ENSP00000379721	9606.ENSP00000348056	0	0	0	0	0.061	0.832	0	0.138	0.852
STAT3	IRF1	4435468	4433930	9606.ENSP00000264657	9606.ENSP00000245414	0	0	0	0	0.064	0.342	0	0.778	0.852
CCT4	HSPA4	4446274	4437917	9606.ENSP00000377958	9606.ENSP00000302961	0.045	0	0	0	0.685	0.262	0	0.406	0.851
RPSA	PPP1R16B	4441585	4437607	9606.ENSP00000346067	9606.ENSP00000299824	0	0	0	0	0	0	0	0.850	0.850
HSPA4	NR3C1	4437917	4433539	9606.ENSP00000302961	9606.ENSP00000231509	0	0	0	0	0	0.400	0	0.753	0.845
RPL10A	NHP2	4444285	4436148	9606.ENSP00000363018	9606.ENSP00000274606	0.059	0	0	0	0.678	0.371	0	0.285	0.845
DDX17	DHX9	4446598	4442908	9606.ENSP00000380033	9606.ENSP00000356520	0	0	0	0	0.165	0.576	0	0.594	0.844
TAF9	NHP2	4445457	4436148	9606.ENSP00000370201	9606.ENSP00000274606	0	0	0	0	0.840	0	0	0	0.840
HSPA4	TTC1	4437917	4433530	9606.ENSP00000302961	9606.ENSP00000231238	0	0	0	0	0.179	0.294	0	0.743	0.838
SYNCRIP	ILF2	4443358	4442589	9606.ENSP00000358635	9606.ENSP00000355011	0	0	0	0	0.650	0.313	0	0.381	0.838
ANAPC11	HINT1	4441990	4438030	9606.ENSP00000349957	9606.ENSP00000304229	0	0	0	0	0.829	0	0	0	0.829
GABARAPL2	RB1CC1	4432616	4432608	9606.ENSP00000037243	9606.ENSP00000025008	0	0	0	0	0.055	0	0	0.824	0.826
CCT7	PSMA2	4434598	4433278	9606.ENSP00000258091	9606.ENSP00000223321	0	0	0.352	0	0.642	0.177	0	0.194	0.826
HFE	ASF1A	4448894	4433475	9606.ENSP00000417404	9606.ENSP00000229595	0	0	0	0	0.063	0.794	0	0.170	0.825
TRA2B	ILF2	4448854	4442589	9606.ENSP00000416959	9606.ENSP00000355011	0	0	0	0	0.753	0.262	0	0.112	0.824
UBE2B	TTC1	4435585	4433530	9606.ENSP00000265339	9606.ENSP00000231238	0	0	0	0	0.062	0.819	0	0	0.822
C14orf2	ATP5G3	4448197	4436602	9606.ENSP00000401770	9606.ENSP00000284727	0	0	0	0	0.283	0.185	0.720	0	0.822
PPP1R2	SLK	4451862	4443382	9606.ENSP00000484580	9606.ENSP00000358770	0	0	0	0	0	0.822	0	0	0.822
MTPN	FAM60A	4446104	4440796	9606.ENSP00000376800	9606.ENSP00000337477	0	0	0	0	0.818	0	0	0.064	0.822
PPP1R2	POLR2G	4451862	4437798	9606.ENSP00000484580	9606.ENSP00000301788	0	0	0	0	0	0.822	0	0	0.822
SOD2	NFE2L2	4450194	4446632	9606.ENSP00000446252	9606.ENSP00000380252	0	0	0	0	0	0	0	0.820	0.821
UBE2L3	MDH2	4448147	4439895	9606.ENSP00000400906	9606.ENSP00000327070	0	0	0	0	0.103	0.808	0	0	0.820
ETFA	MDH2	4450403	4439895	9606.ENSP00000452762	9606.ENSP00000327070	0.075	0	0	0	0.652	0	0	0.487	0.820
RAN	EIF3I	4450191	4444219	9606.ENSP00000446215	9606.ENSP00000362688	0	0	0	0	0.697	0.419	0	0	0.816
THUMPD1	POLE3	4445534	4444334	9606.ENSP00000370741	9606.ENSP00000363286	0	0	0	0	0.816	0	0	0	0.816
CD48	LCK	4451851	4440823	9606.ENSP00000484431	9606.ENSP00000337825	0	0	0	0	0.157	0.379	0	0.677	0.816
RPSA	PSMA2	4441585	4433278	9606.ENSP00000346067	9606.ENSP00000223321	0	0	0.271	0	0.709	0	0	0.200	0.815
RAB7A	GABARAPL2	4435545	4432616	9606.ENSP00000265062	9606.ENSP00000037243	0	0	0	0	0.151	0.125	0	0.770	0.815
NDUFB9	ATP5E	4436240	4433873	9606.ENSP00000276689	9606.ENSP00000243997	0	0	0	0	0.736	0	0	0.327	0.814
UQCRQ	HINT1	4445100	4438030	9606.ENSP00000367939	9606.ENSP00000304229	0	0	0	0	0.813	0	0	0	0.813
TRA2B	SFPQ	4448854	4441968	9606.ENSP00000416959	9606.ENSP00000349748	0	0	0	0	0.746	0.172	0	0.169	0.810
RPN1	KRTCAP2	4437255	4437174	9606.ENSP00000296255	9606.ENSP00000295682	0	0	0	0	0.340	0	0.360	0.586	0.809
NDUFC1	ATP5G3	4449976	4436602	9606.ENSP00000441126	9606.ENSP00000284727	0	0	0	0	0.693	0	0	0.393	0.806
C14orf2	UQCRQ	4448197	4445100	9606.ENSP00000401770	9606.ENSP00000367939	0	0	0	0	0.806	0	0	0	0.806
MDH2	ENO1	4439895	4433634	9606.ENSP00000327070	9606.ENSP00000234590	0.058	0.013	0	0	0.429	0.057	0	0.660	0.804
TRA2B	SYNCRIP	4448854	4443358	9606.ENSP00000416959	9606.ENSP00000358635	0	0	0	0	0.680	0.085	0	0.383	0.804
ATP5H	COX6A1	4437775	4433467	9606.ENSP00000301587	9606.ENSP00000229379	0	0	0	0	0.714	0	0	0.343	0.804
ALYREF	SFPQ	4449181	4441968	9606.ENSP00000421592	9606.ENSP00000349748	0	0	0	0	0.714	0.209	0	0.190	0.801
ATP5H	NDUFS6	4437775	4436114	9606.ENSP00000301587	9606.ENSP00000274137	0	0	0	0	0.751	0	0	0.226	0.799
NDUFA1	ATP5H	4443745	4437775	9606.ENSP00000360492	9606.ENSP00000301587	0	0	0	0	0.675	0	0	0.407	0.799
MRPS6	RPSA	4446909	4441585	9606.ENSP00000382250	9606.ENSP00000346067	0	0	0	0	0.463	0.558	0	0.222	0.799
C14orf2	ATP5C1	4448197	4441891	9606.ENSP00000401770	9606.ENSP00000349142	0	0	0	0	0.191	0.185	0.720	0	0.799
RAN	CCT7	4450191	4434598	9606.ENSP00000446215	9606.ENSP00000258091	0	0	0	0	0.773	0	0	0.149	0.798
ATP5G2	UQCRQ	4446264	4445100	9606.ENSP00000377878	9606.ENSP00000367939	0	0	0	0	0.596	0	0	0.518	0.797
RAN	RPSA	4450191	4441585	9606.ENSP00000446215	9606.ENSP00000346067	0	0	0	0	0.677	0	0	0.396	0.796
UBXN4	DERL2	4436038	4432675	9606.ENSP00000272638	9606.ENSP00000158771	0	0	0	0	0	0.416	0	0.665	0.796
OPTN	SOD1	4445111	4435927	9606.ENSP00000368022	9606.ENSP00000270142	0	0	0	0	0	0.379	0	0.684	0.795
NHP2	CCT7	4436148	4434598	9606.ENSP00000274606	9606.ENSP00000258091	0	0	0.234	0	0.715	0	0	0.134	0.794
CCT4	RPL10A	4446274	4444285	9606.ENSP00000377958	9606.ENSP00000363018	0	0	0	0	0.589	0	0	0.519	0.794
PSMB6	SOD1	4435950	4435927	9606.ENSP00000270586	9606.ENSP00000270142	0	0	0	0	0.787	0.042	0	0.063	0.793
DDX3X	EIF1AX	4446966	4445241	9606.ENSP00000382840	9606.ENSP00000368927	0.060	0	0	0	0.594	0.051	0	0.492	0.791
HSPA4	SOD1	4437917	4435927	9606.ENSP00000302961	9606.ENSP00000270142	0	0	0	0	0.086	0.435	0	0.629	0.791
APRT	NHP2	4445041	4436148	9606.ENSP00000367615	9606.ENSP00000274606	0.120	0	0	0	0.771	0	0	0	0.790
TRA2B	HNRNPH3	4448854	4435656	9606.ENSP00000416959	9606.ENSP00000265866	0	0	0	0	0.672	0.165	0	0.280	0.786
IRF4	CRBN	4445477	4433551	9606.ENSP00000370343	9606.ENSP00000231948	0	0	0	0	0	0	0	0.785	0.786
RANBP2	CPSF6	4436527	4435722	9606.ENSP00000283195	9606.ENSP00000266679	0	0	0	0	0.157	0	0	0.755	0.785
NDUFC1	ATP5H	4449976	4437775	9606.ENSP00000441126	9606.ENSP00000301587	0	0	0	0	0.699	0	0	0.312	0.784
ETFA	ATP5C1	4450403	4441891	9606.ENSP00000452762	9606.ENSP00000349142	0.044	0	0	0	0.613	0.377	0	0.171	0.783
BTF3	RPL8	4445420	4435108	9606.ENSP00000369965	9606.ENSP00000262584	0	0	0	0	0.778	0	0	0.062	0.783
PDHB	ATP5H	4438304	4437775	9606.ENSP00000307241	9606.ENSP00000301587	0	0	0	0	0.493	0.050	0	0.579	0.780
EIF4E	G3BP1	4449328	4446228	9606.ENSP00000425561	9606.ENSP00000377681	0	0	0	0	0.087	0.393	0	0.630	0.778
RPSA	HSPA4	4441585	4437917	9606.ENSP00000346067	9606.ENSP00000302961	0.051	0	0	0	0.552	0.395	0	0.232	0.776
EIF4EBP2	RHEB	4444135	4435025	9606.ENSP00000362314	9606.ENSP00000262187	0	0	0	0	0	0	0	0.772	0.772
DDX24	DDX17	4451587	4446598	9606.ENSP00000481495	9606.ENSP00000380033	0	0	0.413	0.596	0.648	0.076	0	0.522	0.772
HIF1A	HSPA4	4449842	4437917	9606.ENSP00000437955	9606.ENSP00000302961	0	0	0	0	0	0.393	0	0.638	0.771
ILF2	SFPQ	4442589	4441968	9606.ENSP00000355011	9606.ENSP00000349748	0	0	0	0	0.638	0	0	0.391	0.770
LAMP2	RAB7A	4448485	4435545	9606.ENSP00000408411	9606.ENSP00000265062	0	0	0	0	0.062	0	0	0.765	0.770
ALYREF	CPSF6	4449181	4435722	9606.ENSP00000421592	9606.ENSP00000266679	0	0	0	0	0.618	0	0	0.420	0.769
C14orf2	ATP5G2	4448197	4446264	9606.ENSP00000401770	9606.ENSP00000377878	0	0	0	0	0.108	0.148	0.720	0	0.768
DDX3X	DHX9	4446966	4442908	9606.ENSP00000382840	9606.ENSP00000356520	0	0	0	0	0.175	0.223	0	0.665	0.767
IST1	CHMP2B	4449865	4435315	9606.ENSP00000438399	9606.ENSP00000263780	0	0	0	0	0.079	0.412	0	0.603	0.766
APOBEC3C	UQCRFS1	4442655	4438219	9606.ENSP00000355340	9606.ENSP00000306397	0	0	0	0	0.455	0.551	0	0.109	0.762
PDIA6	RPN1	4447225	4437255	9606.ENSP00000385385	9606.ENSP00000296255	0	0	0	0	0.451	0.363	0	0.375	0.762
WDR43	EIF4A3	4447102	4435883	9606.ENSP00000384302	9606.ENSP00000269349	0	0	0	0	0.701	0.064	0	0.208	0.759
DNAJB11	HSPA4	4448735	4437917	9606.ENSP00000414398	9606.ENSP00000302961	0.043	0	0.318	0	0.141	0.194	0	0.547	0.758
HSPA4	ENO1	4437917	4433634	9606.ENSP00000302961	9606.ENSP00000234590	0	0	0	0	0.175	0.107	0	0.697	0.758
NHP2	RPL8	4436148	4435108	9606.ENSP00000274606	9606.ENSP00000262584	0.078	0	0.285	0	0.422	0.371	0	0.139	0.756
MDH2	ATP5H	4439895	4437775	9606.ENSP00000327070	9606.ENSP00000301587	0	0	0	0	0.675	0	0	0.280	0.756
UBE2I	SOX4	4441792	4433911	9606.ENSP00000348056	9606.ENSP00000244745	0	0	0	0	0	0.565	0	0.459	0.755
ETFA	SOD1	4450403	4435927	9606.ENSP00000452762	9606.ENSP00000270142	0	0	0	0	0.728	0	0	0.138	0.755
UQCRQ	PHPT1	4445100	4434025	9606.ENSP00000367939	9606.ENSP00000247665	0	0	0	0	0.753	0	0	0	0.753
LCP1	ACTR2	4446831	4444985	9606.ENSP00000381581	9606.ENSP00000367220	0	0	0	0	0.113	0.185	0.360	0.527	0.752
FKBP1A	RHEB	4446979	4435025	9606.ENSP00000383003	9606.ENSP00000262187	0	0	0	0	0.078	0	0	0.740	0.750
BTF3	RPL10A	4445420	4444285	9606.ENSP00000369965	9606.ENSP00000363018	0	0	0	0	0.750	0	0	0	0.750
ALYREF	SYNCRIP	4449181	4443358	9606.ENSP00000421592	9606.ENSP00000358635	0	0	0	0	0.707	0	0	0.165	0.745
GPR29	KLRB1	4441381	4433470	9606.ENSP00000343952	9606.ENSP00000229402	0	0	0	0	0	0	0	0.744	0.744
KIAA0226	RAB7A	4437267	4435545	9606.ENSP00000296343	9606.ENSP00000265062	0	0	0	0	0	0.064	0	0.737	0.743
SOD2	UQCRFS1	4450194	4438219	9606.ENSP00000446252	9606.ENSP00000306397	0.226	0	0	0	0.177	0	0	0.630	0.743
NHP2	GLTSCR2	4436148	4433999	9606.ENSP00000274606	9606.ENSP00000246802	0	0	0	0	0.517	0.261	0	0.334	0.741
PRPF39	LSM7	4441785	4434242	9606.ENSP00000348010	9606.ENSP00000252622	0	0	0	0	0.123	0.051	0.540	0.403	0.741
SFPQ	SRSF6	4441968	4433875	9606.ENSP00000349748	9606.ENSP00000244020	0	0	0	0	0.629	0.087	0	0.293	0.740
PDHB	ENO1	4438304	4433634	9606.ENSP00000307241	9606.ENSP00000234590	0.111	0	0	0	0.173	0	0	0.672	0.738
DOCK8	STAT3	4447871	4435468	9606.ENSP00000394888	9606.ENSP00000264657	0	0	0	0	0.063	0	0	0.731	0.737
SAFB	TRA2B	4450849	4448854	9606.ENSP00000467423	9606.ENSP00000416959	0	0	0	0	0.619	0.166	0	0.237	0.736
DHX9	PRKDC	4442908	4438858	9606.ENSP00000356520	9606.ENSP00000313420	0	0	0	0	0.136	0.305	0	0.593	0.734
UQCRQ	MDH2	4445100	4439895	9606.ENSP00000367939	9606.ENSP00000327070	0	0	0	0	0.666	0	0	0.229	0.731
FUBP1	CPSF6	4443616	4435722	9606.ENSP00000359804	9606.ENSP00000266679	0	0	0	0	0.706	0.080	0	0.081	0.730
MAF	STAT3	4439893	4435468	9606.ENSP00000327048	9606.ENSP00000264657	0	0	0	0	0	0	0	0.729	0.730
DDX3X	SNRPA1	4446966	4434347	9606.ENSP00000382840	9606.ENSP00000254193	0	0	0	0	0.113	0.709	0	0	0.730
POLE3	ING3	4444334	4439378	9606.ENSP00000363286	9606.ENSP00000320566	0	0	0	0	0.073	0	0.720	0	0.729
EIF3I	SYNCRIP	4444219	4443358	9606.ENSP00000362688	9606.ENSP00000358635	0	0	0	0	0.729	0	0	0	0.729
PIP4K2A	ARL6IP4	4444750	4438859	9606.ENSP00000365757	9606.ENSP00000313422	0	0	0	0	0	0.729	0	0	0.729
MDH2	PDHB	4439895	4438304	9606.ENSP00000327070	9606.ENSP00000307241	0	0	0	0	0.217	0.126	0	0.634	0.728
EIF1AX	KRR1	4445241	4433449	9606.ENSP00000368927	9606.ENSP00000229214	0.219	0	0	0	0.207	0.064	0	0.585	0.727
LYN	PTPN22	4449476	4442291	9606.ENSP00000428924	9606.ENSP00000352833	0	0	0	0	0.093	0.160	0	0.670	0.727
CCL4	RGS1	4451651	4442888	9606.ENSP00000482259	9606.ENSP00000356429	0	0	0	0	0.676	0	0	0.186	0.725
NDUFA13	ATP5H	4449261	4437775	9606.ENSP00000423673	9606.ENSP00000301587	0	0	0	0	0.685	0	0	0.164	0.725
KDM5A	ATP5C1	4446946	4441891	9606.ENSP00000382688	9606.ENSP00000349142	0.120	0	0	0	0.427	0.405	0	0.192	0.725
VAPA	TTC1	4441538	4433530	9606.ENSP00000345656	9606.ENSP00000231238	0	0	0	0	0	0.687	0	0.156	0.724
FUBP1	SFPQ	4443616	4441968	9606.ENSP00000359804	9606.ENSP00000349748	0	0	0	0	0.648	0	0	0.244	0.722
PDCD4	EIF4A3	4436360	4435883	9606.ENSP00000280154	9606.ENSP00000269349	0	0	0	0	0.066	0.390	0	0.552	0.722
PRPF39	SNRPB2	4441785	4433966	9606.ENSP00000348010	9606.ENSP00000246071	0	0	0	0	0.169	0	0.540	0.331	0.721
PIP4K2A	AP2M1	4444750	4436990	9606.ENSP00000365757	9606.ENSP00000292807	0	0	0	0	0.064	0	0	0.712	0.718
CHURC1	CHCHD7	4451131	4438221	9606.ENSP00000475473	9606.ENSP00000306425	0	0	0	0	0	0	0	0.718	0.718
RPL10A	ILF2	4444285	4442589	9606.ENSP00000363018	9606.ENSP00000355011	0	0	0	0	0.337	0.344	0	0.402	0.717
OPTN	CHMP2B	4445111	4435315	9606.ENSP00000368022	9606.ENSP00000263780	0	0	0	0	0	0	0	0.714	0.714
RPSA	MRPL33	4441585	4437235	9606.ENSP00000346067	9606.ENSP00000296102	0	0	0	0	0.247	0.558	0	0.204	0.712
NHP2	LSM7	4436148	4434242	9606.ENSP00000274606	9606.ENSP00000252622	0	0	0	0	0.469	0.405	0	0.155	0.710
SMN1	SYNCRIP	4445441	4443358	9606.ENSP00000370083	9606.ENSP00000358635	0	0	0	0	0.062	0.379	0	0.538	0.707
MAPK1IP1L	FUBP1	4446409	4443616	9606.ENSP00000378851	9606.ENSP00000359804	0	0	0	0	0	0.707	0	0	0.707
ILF2	PRKDC	4442589	4438858	9606.ENSP00000355011	9606.ENSP00000313420	0	0	0	0	0.108	0.384	0	0.507	0.706
RAN	EIF3M	4450191	4449770	9606.ENSP00000446215	9606.ENSP00000436049	0	0	0	0	0.688	0	0	0.081	0.701
DDX3X	SYNCRIP	4446966	4443358	9606.ENSP00000382840	9606.ENSP00000358635	0	0	0	0	0.318	0.413	0	0.311	0.700
MRPS6	EIF1AX	4446909	4445241	9606.ENSP00000382250	9606.ENSP00000368927	0.043	0	0	0	0.193	0.445	0	0.384	0.700
NDUFA13	ATP5C1	4449261	4441891	9606.ENSP00000423673	9606.ENSP00000349142	0	0	0	0	0.664	0	0	0.139	0.698
SOD2	HIF1A	4450194	4449842	9606.ENSP00000446252	9606.ENSP00000437955	0	0	0	0	0	0	0	0.695	0.696
PSMB9	IRF1	4444464	4433930	9606.ENSP00000363993	9606.ENSP00000245414	0	0	0	0	0.316	0	0	0.571	0.694
EIF3I	SRSF6	4444219	4433875	9606.ENSP00000362688	9606.ENSP00000244020	0	0	0	0	0.125	0.665	0	0	0.694
ATG12	RAB7A	4449317	4435545	9606.ENSP00000425107	9606.ENSP00000265062	0	0	0	0	0.062	0	0	0.684	0.691
LYN	PRKDC	4449476	4438858	9606.ENSP00000428924	9606.ENSP00000313420	0	0	0	0	0.058	0.432	0	0.466	0.690
EIF3M	C14orf166	4449770	4434928	9606.ENSP00000436049	9606.ENSP00000261700	0	0	0	0	0.689	0	0	0	0.689
NDUFB9	PSMB6	4436240	4435950	9606.ENSP00000276689	9606.ENSP00000270586	0	0	0	0	0.689	0	0	0	0.689
STRAP	C14orf166	4447735	4434928	9606.ENSP00000392270	9606.ENSP00000261700	0	0	0	0	0.688	0	0	0	0.688
BTF3	RPSA	4445420	4441585	9606.ENSP00000369965	9606.ENSP00000346067	0	0	0	0	0.651	0	0	0.144	0.688
SAFB	CPSF6	4450849	4435722	9606.ENSP00000467423	9606.ENSP00000266679	0	0	0	0	0.510	0.387	0	0	0.687
PSMB9	SOD1	4444464	4435927	9606.ENSP00000363993	9606.ENSP00000270142	0	0	0	0	0.639	0	0	0.168	0.686
SAFB	SFPQ	4450849	4441968	9606.ENSP00000467423	9606.ENSP00000349748	0	0	0	0	0.627	0	0	0.192	0.686
SAFB	SREK1	4450849	4440574	9606.ENSP00000467423	9606.ENSP00000334538	0	0	0	0	0.384	0.126	0	0.459	0.684
