#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NOP56	LSM7	4445513	4434242	9606.ENSP00000370589	9606.ENSP00000252622	0	0	0	0	0.119	0.616	0	0.158	0.690
SAFB	ACIN1	4450849	4435125	9606.ENSP00000467423	9606.ENSP00000262710	0	0	0	0	0.285	0.393	0	0.342	0.690
CFL1	TAGLN2	4449639	4443033	9606.ENSP00000432660	9606.ENSP00000357076	0	0	0	0	0.155	0.363	0	0.470	0.690
RHOA	ACTR2	4448110	4444985	9606.ENSP00000400175	9606.ENSP00000367220	0	0	0	0	0.172	0.076	0	0.626	0.689
PSMD6	PPHLN1	4448980	4446424	9606.ENSP00000418695	9606.ENSP00000378935	0	0	0	0	0	0	0	0.689	0.689
NDUFB9	PSMB6	4436240	4435950	9606.ENSP00000276689	9606.ENSP00000270586	0	0	0	0	0.689	0	0	0	0.689
EIF3M	C14orf166	4449770	4434928	9606.ENSP00000436049	9606.ENSP00000261700	0	0	0	0	0.689	0	0	0	0.689
ARPC1B	CAPG	4447620	4435330	9606.ENSP00000389631	9606.ENSP00000263867	0	0	0	0	0.689	0	0	0	0.689
BTF3	RPSA	4445420	4441585	9606.ENSP00000369965	9606.ENSP00000346067	0	0	0	0	0.651	0	0	0.144	0.688
STRAP	C14orf166	4447735	4434928	9606.ENSP00000392270	9606.ENSP00000261700	0	0	0	0	0.688	0	0	0	0.688
RHOA	HSPA1A	4448110	4444600	9606.ENSP00000400175	9606.ENSP00000364802	0	0	0	0	0	0.406	0	0.496	0.688
VIM	RAB8B	4450181	4438817	9606.ENSP00000446007	9606.ENSP00000312734	0	0	0	0	0	0.369	0	0.527	0.688
SAFB	CPSF6	4450849	4435722	9606.ENSP00000467423	9606.ENSP00000266679	0	0	0	0	0.510	0.387	0	0	0.687
WAC	SMARCA5	4441676	4436522	9606.ENSP00000346986	9606.ENSP00000283131	0	0	0	0	0.165	0	0	0.641	0.687
SAFB	SFPQ	4450849	4441968	9606.ENSP00000467423	9606.ENSP00000349748	0	0	0	0	0.627	0	0	0.192	0.686
ATF4	MAF	4440736	4439893	9606.ENSP00000336790	9606.ENSP00000327048	0	0	0	0	0	0.532	0	0.357	0.686
MRPL57	NDUFB10	4438628	4435837	9606.ENSP00000310726	9606.ENSP00000268668	0	0	0	0	0.557	0	0	0.320	0.686
PSMB9	SOD1	4444464	4435927	9606.ENSP00000363993	9606.ENSP00000270142	0	0	0	0	0.639	0	0	0.168	0.686
SOD2	HSPD1	4450194	4445814	9606.ENSP00000446252	9606.ENSP00000373620	0.052	0	0	0	0.157	0.050	0	0.634	0.685
EEF1B2	BTF3	4445998	4445420	9606.ENSP00000376056	9606.ENSP00000369965	0	0	0	0	0.622	0	0	0.202	0.685
S100A6	CHCHD7	4443160	4438221	9606.ENSP00000357709	9606.ENSP00000306425	0	0	0	0	0	0.685	0	0	0.685
ATP5J	LSM3	4447621	4437830	9606.ENSP00000389649	9606.ENSP00000302160	0	0	0	0	0.685	0	0	0	0.685
PTGES3	CACYBP	4451634	4442938	9606.ENSP00000482075	9606.ENSP00000356652	0	0	0	0	0.303	0	0	0.567	0.685
SAFB	SREK1	4450849	4440574	9606.ENSP00000467423	9606.ENSP00000334538	0	0	0	0	0.384	0.126	0	0.459	0.684
BRD4	EP300	4435250	4435224	9606.ENSP00000263377	9606.ENSP00000263253	0	0	0	0.542	0.242	0.463	0	0.577	0.684
PTGES3	HSP90B1	4451634	4437604	9606.ENSP00000482075	9606.ENSP00000299767	0	0	0	0	0.272	0.322	0	0.409	0.683
NFE2L2	SOD1	4446632	4435927	9606.ENSP00000380252	9606.ENSP00000270142	0	0	0	0	0	0	0	0.683	0.683
CACYBP	CCT2	4442938	4437556	9606.ENSP00000356652	9606.ENSP00000299300	0	0	0	0	0.677	0	0	0.055	0.682
LYST	GABARAPL2	4445885	4432616	9606.ENSP00000374443	9606.ENSP00000037243	0	0	0	0	0.061	0.652	0	0.107	0.682
CFL1	CORO1A	4449639	4433064	9606.ENSP00000432660	9606.ENSP00000219150	0	0	0	0	0.118	0.185	0	0.593	0.682
CCT4	SYNCRIP	4446274	4443358	9606.ENSP00000377958	9606.ENSP00000358635	0	0	0	0	0.645	0	0	0.140	0.682
EIF3M	CCT7	4449770	4434598	9606.ENSP00000436049	9606.ENSP00000258091	0	0	0	0	0.680	0	0	0.044	0.681
FKBP1A	SOD1	4446979	4435927	9606.ENSP00000383003	9606.ENSP00000270142	0	0	0	0	0.435	0.376	0	0.168	0.681
CD3D	DERL1	4437689	4434709	9606.ENSP00000300692	9606.ENSP00000259512	0	0	0	0	0	0.681	0	0	0.681
AHNAK	S100A11	4444989	4435987	9606.ENSP00000367263	9606.ENSP00000271638	0	0	0	0	0.099	0.412	0	0.446	0.681
CCL5	CD2	4451102	4443326	9606.ENSP00000474412	9606.ENSP00000358490	0	0	0	0	0.567	0	0	0.295	0.681
H2AFV	SUPT16H	4438410	4432946	9606.ENSP00000308405	9606.ENSP00000216297	0	0	0	0	0.094	0.327	0	0.519	0.681
LAMP2	SQSTM1	4448485	4445887	9606.ENSP00000408411	9606.ENSP00000374455	0	0	0	0	0	0	0	0.680	0.680
HSPD1	CCT3	4445814	4437177	9606.ENSP00000373620	9606.ENSP00000295688	0	0	0	0	0.382	0.084	0	0.480	0.680
ATP1A1	TECR	4450152	4432861	9606.ENSP00000445306	9606.ENSP00000215567	0	0	0	0	0.062	0.670	0	0.048	0.680
PDHB	UQCRFS1	4438304	4438219	9606.ENSP00000307241	9606.ENSP00000306397	0	0	0	0	0.584	0	0	0.258	0.679
TRA2B	THOC2	4448854	4433949	9606.ENSP00000416959	9606.ENSP00000245838	0	0	0	0	0.619	0.170	0	0.069	0.679
RPL8	SNRPA1	4435108	4434347	9606.ENSP00000262584	9606.ENSP00000254193	0	0	0	0	0.518	0.288	0	0.139	0.679
HSPD1	MDH2	4445814	4439895	9606.ENSP00000373620	9606.ENSP00000327070	0	0	0	0	0.178	0.259	0	0.514	0.678
RPL22	PSMC1	4441587	4434851	9606.ENSP00000346088	9606.ENSP00000261303	0	0	0	0	0.515	0	0	0.364	0.678
SRSF10	SREK1	4449097	4440574	9606.ENSP00000420195	9606.ENSP00000334538	0	0	0	0	0.126	0.554	0	0.240	0.678
ILF2	CCT7	4442589	4434598	9606.ENSP00000355011	9606.ENSP00000258091	0	0	0	0	0.530	0	0	0.343	0.678
SYNCRIP	CCT7	4443358	4434598	9606.ENSP00000358635	9606.ENSP00000258091	0	0	0	0	0.649	0	0	0.116	0.677
NHP2	SNRPC	4436148	4433898	9606.ENSP00000274606	9606.ENSP00000244520	0	0	0	0	0.661	0	0	0.086	0.677
DDIT4	RHEB	4438316	4435025	9606.ENSP00000307305	9606.ENSP00000262187	0	0	0	0	0	0	0	0.676	0.676
FNBP1	FNBP4	4448700	4435312	9606.ENSP00000413625	9606.ENSP00000263773	0	0	0	0	0.117	0	0	0.648	0.676
HINT1	LSM3	4438030	4437830	9606.ENSP00000304229	9606.ENSP00000302160	0	0	0	0	0.676	0	0	0	0.676
CCT3	RPL8	4437177	4435108	9606.ENSP00000295688	9606.ENSP00000262584	0	0	0.222	0	0.561	0	0	0.127	0.676
ATP5G3	COX6A1	4436602	4433467	9606.ENSP00000284727	9606.ENSP00000229379	0	0	0	0	0.253	0	0	0.583	0.675
NOP56	EIF3C	4445513	4440376	9606.ENSP00000370589	9606.ENSP00000332604	0	0	0	0	0.652	0	0	0.105	0.675
NDUFB10	MRPL51	4435837	4433450	9606.ENSP00000268668	9606.ENSP00000229238	0	0	0	0	0.651	0	0	0.105	0.675
IRF4	SWAP70	4445477	4439009	9606.ENSP00000370343	9606.ENSP00000315630	0	0	0	0	0.061	0	0	0.668	0.675
NDUFA13	PHPT1	4449261	4434025	9606.ENSP00000423673	9606.ENSP00000247665	0	0	0	0	0.675	0	0	0	0.675
PDCD4	STAT3	4436360	4435468	9606.ENSP00000280154	9606.ENSP00000264657	0	0	0	0	0	0	0	0.674	0.674
SQSTM1	HSPA4	4445887	4437917	9606.ENSP00000374455	9606.ENSP00000302961	0	0	0	0	0	0.451	0	0.430	0.674
KIAA0226	RB1CC1	4437267	4432608	9606.ENSP00000296343	9606.ENSP00000025008	0	0	0	0	0	0	0	0.674	0.674
TMEM120B	RHOF	4448344	4435750	9606.ENSP00000404991	9606.ENSP00000267205	0	0	0	0	0	0	0	0.673	0.673
ATP5A1	NDUFB9	4446852	4436240	9606.ENSP00000381736	9606.ENSP00000276689	0	0	0	0	0.457	0	0	0.420	0.672
DERL1	XBP1	4434709	4432900	9606.ENSP00000259512	9606.ENSP00000216037	0	0	0	0	0.105	0.348	0	0.483	0.672
EIF1AX	MRPL33	4445241	4437235	9606.ENSP00000368927	9606.ENSP00000296102	0.069	0	0	0	0.338	0.413	0	0.202	0.672
SEC11C	SERP1	4450883	4449084	9606.ENSP00000468633	9606.ENSP00000420076	0	0	0	0	0.524	0.086	0	0.307	0.672
UTRN	CNN2	4442906	4435198	9606.ENSP00000356515	9606.ENSP00000263097	0	0	0	0	0.061	0.131	0	0.631	0.672
DDX24	DHX9	4451587	4442908	9606.ENSP00000481495	9606.ENSP00000356520	0	0	0	0	0.069	0.157	0	0.615	0.672
TUBA1B	RAB7A	4440737	4435545	9606.ENSP00000336799	9606.ENSP00000265062	0	0	0	0	0.087	0	0.600	0.173	0.671
SMC3	SMARCA5	4442527	4436522	9606.ENSP00000354720	9606.ENSP00000283131	0.045	0	0	0	0.300	0.408	0	0.264	0.670
VAPA	RTN4	4441538	4440824	9606.ENSP00000345656	9606.ENSP00000337838	0	0	0	0	0.096	0.570	0	0.220	0.670
ADIPOR1	RNF10	4441183	4439507	9606.ENSP00000341785	9606.ENSP00000322242	0	0	0	0	0.654	0	0	0.086	0.670
EIF4E	PDCD4	4449328	4436360	9606.ENSP00000425561	9606.ENSP00000280154	0	0	0	0	0	0	0	0.670	0.670
TACC1	LSM7	4439467	4434242	9606.ENSP00000321703	9606.ENSP00000252622	0	0	0	0	0	0.379	0	0.491	0.670
STAT3	NR3C1	4435468	4433539	9606.ENSP00000264657	9606.ENSP00000231509	0	0	0	0	0	0.386	0	0.480	0.668
TRAM1	DERL1	4435033	4434709	9606.ENSP00000262213	9606.ENSP00000259512	0	0	0	0	0.271	0.379	0	0.326	0.668
RBM25	SRSF6	4434986	4433875	9606.ENSP00000261973	9606.ENSP00000244020	0	0	0	0	0.234	0.427	0	0.304	0.668
YTHDF2	CNOT7	4444264	4442644	9606.ENSP00000362918	9606.ENSP00000355279	0	0	0	0	0.097	0.330	0	0.496	0.668
ATP5A1	RPL10A	4446852	4444285	9606.ENSP00000381736	9606.ENSP00000363018	0	0	0	0	0.321	0.381	0	0.274	0.668
EXOSC8	LSM7	4445877	4434242	9606.ENSP00000374354	9606.ENSP00000252622	0	0	0	0	0.145	0.548	0	0.209	0.667
IFNAR1	IRF1	4435926	4433930	9606.ENSP00000270139	9606.ENSP00000245414	0	0	0	0	0	0	0	0.667	0.667
BRD2	PSMB9	4446390	4444464	9606.ENSP00000378704	9606.ENSP00000363993	0	0	0	0	0.062	0	0	0.660	0.667
KPNA2	SMC4	4449870	4441992	9606.ENSP00000438483	9606.ENSP00000349961	0	0	0	0	0.562	0.079	0	0.238	0.666
TBRG1	REEP5	4448502	4445244	9606.ENSP00000409016	9606.ENSP00000368959	0	0	0	0	0	0	0	0.666	0.666
OPTN	SETX	4445111	4433294	9606.ENSP00000368022	9606.ENSP00000224140	0	0	0	0	0	0	0	0.666	0.666
TARS	DARS	4447523	4435386	9606.ENSP00000387710	9606.ENSP00000264161	0.050	0	0	0	0.219	0	0	0.586	0.666
NT5C3A	PDE4B	4451850	4440326	9606.ENSP00000484415	9606.ENSP00000332116	0	0	0	0	0	0	0.650	0.087	0.666
EIF3I	HSPA4	4444219	4437917	9606.ENSP00000362688	9606.ENSP00000302961	0	0	0	0	0.628	0	0	0.134	0.665
CD63	ANXA5	4450237	4437297	9606.ENSP00000447730	9606.ENSP00000296511	0	0	0	0	0.166	0	0	0.615	0.665
SOD1	CHMP2B	4435927	4435315	9606.ENSP00000270142	9606.ENSP00000263780	0	0	0	0	0.062	0	0	0.658	0.665
ATG12	KIAA0226	4449317	4437267	9606.ENSP00000425107	9606.ENSP00000296343	0	0	0	0	0	0	0	0.665	0.665
RABEP1	RAB7A	4450158	4435545	9606.ENSP00000445408	9606.ENSP00000265062	0	0	0	0	0	0	0	0.664	0.664
LSM14A	DDX3X	4450195	4446966	9606.ENSP00000446271	9606.ENSP00000382840	0	0	0	0	0.089	0.176	0	0.585	0.662
DDX17	NOP56	4446598	4445513	9606.ENSP00000380033	9606.ENSP00000370589	0.050	0	0	0	0.506	0.303	0	0.086	0.661
RAN	EEF1B2	4450191	4445998	9606.ENSP00000446215	9606.ENSP00000376056	0	0	0	0	0.648	0	0	0.076	0.661
PGAM1	MDH2	4443642	4439895	9606.ENSP00000359991	9606.ENSP00000327070	0	0	0	0	0.155	0.124	0	0.579	0.661
HSPA4	PSMA2	4437917	4433278	9606.ENSP00000302961	9606.ENSP00000223321	0	0	0	0	0.570	0.124	0	0.174	0.661
MCL1	HSPA4	4443243	4437917	9606.ENSP00000358022	9606.ENSP00000302961	0	0	0	0	0	0.379	0	0.475	0.660
WDR43	DDX17	4447102	4446598	9606.ENSP00000384302	9606.ENSP00000380033	0	0	0	0	0.651	0.050	0	0.057	0.660
BCLAF1	SF3B1	4449733	4440663	9606.ENSP00000435210	9606.ENSP00000335321	0	0	0	0	0.651	0	0	0.067	0.660
GNAI2	RGS2	4438833	4433652	9606.ENSP00000312999	9606.ENSP00000235382	0	0	0	0	0.064	0.425	0	0.417	0.659
CCL3	RGS1	4451253	4442888	9606.ENSP00000477908	9606.ENSP00000356429	0	0	0	0	0.566	0	0	0.247	0.659
EIF4E	FKBP1A	4449328	4446979	9606.ENSP00000425561	9606.ENSP00000383003	0	0	0	0	0.080	0.157	0	0.596	0.659
SOD1	SETX	4435927	4433294	9606.ENSP00000270142	9606.ENSP00000224140	0	0	0	0	0	0	0	0.659	0.659
PRPF39	SREK1	4441785	4440574	9606.ENSP00000348010	9606.ENSP00000334538	0	0	0	0	0.397	0	0	0.457	0.659
RPS9	CCT3	4437909	4437177	9606.ENSP00000302896	9606.ENSP00000295688	0	0	0.208	0	0.541	0.053	0	0.127	0.659
ARPP19	HSBP1	4450515	4447771	9606.ENSP00000455625	9606.ENSP00000392896	0	0	0	0	0.061	0	0	0.651	0.659
TRA2B	CPSF6	4448854	4435722	9606.ENSP00000416959	9606.ENSP00000266679	0	0	0	0	0.627	0	0	0.119	0.658
BRD2	CHD4	4446390	4441937	9606.ENSP00000378704	9606.ENSP00000349508	0	0	0	0	0.179	0.185	0	0.529	0.657
ATG12	VMP1	4449317	4435047	9606.ENSP00000425107	9606.ENSP00000262291	0	0	0	0	0.062	0	0	0.650	0.657
DDX17	SFPQ	4446598	4441968	9606.ENSP00000380033	9606.ENSP00000349748	0	0	0	0	0.252	0.419	0	0.275	0.657
HSPD1	CCT7	4445814	4434598	9606.ENSP00000373620	9606.ENSP00000258091	0	0	0	0.553	0.503	0	0	0.704	0.656
CSNK1A1	CRBN	4449183	4433551	9606.ENSP00000421689	9606.ENSP00000231948	0	0	0	0	0	0.379	0	0.470	0.656
ATG12	UFM1	4449317	4445248	9606.ENSP00000425107	9606.ENSP00000368970	0	0	0	0	0.063	0	0	0.647	0.655
CCL5	IRF8	4451102	4435834	9606.ENSP00000474412	9606.ENSP00000268638	0	0	0	0	0.138	0	0	0.616	0.655
PGK1	ATP5C1	4444160	4441891	9606.ENSP00000362413	9606.ENSP00000349142	0.162	0	0	0	0.461	0	0	0.296	0.654
HIF1A	DDIT4	4449842	4438316	9606.ENSP00000437955	9606.ENSP00000307305	0	0	0	0	0	0	0	0.654	0.654
CCL5	STAT2	4451102	4439022	9606.ENSP00000474412	9606.ENSP00000315768	0	0	0	0	0.086	0	0	0.637	0.654
NOP56	LSM3	4445513	4437830	9606.ENSP00000370589	9606.ENSP00000302160	0	0	0	0	0.121	0.572	0	0.155	0.654
RUNX3	BCL11B	4446960	4441965	9606.ENSP00000382800	9606.ENSP00000349723	0	0	0	0	0.063	0.054	0	0.640	0.653
POLR2G	TWISTNB	4437798	4433237	9606.ENSP00000301788	9606.ENSP00000222567	0	0	0	0	0.150	0	0	0.609	0.653
EIF3L	GDI2	4452102	4445338	9606.ENSP00000485663	9606.ENSP00000369538	0	0	0	0	0.652	0	0	0	0.652
RAB7A	ARL8B	4435545	4434491	9606.ENSP00000265062	9606.ENSP00000256496	0	0	0	0.655	0.223	0.414	0	0.786	0.652
TMEM33	RTN4	4449217	4440824	9606.ENSP00000422473	9606.ENSP00000337838	0	0	0	0	0.062	0.265	0	0.536	0.652
DHX9	SFPQ	4442908	4441968	9606.ENSP00000356520	9606.ENSP00000349748	0	0	0	0	0.526	0	0	0.296	0.652
IRF4	XBP1	4445477	4432900	9606.ENSP00000370343	9606.ENSP00000216037	0	0	0	0	0	0	0	0.651	0.651
ALYREF	HNRNPH3	4449181	4435656	9606.ENSP00000421592	9606.ENSP00000265866	0	0	0	0	0.639	0	0	0.073	0.651
CCDC186	CEP350	4443291	4442923	9606.ENSP00000358293	9606.ENSP00000356579	0	0	0	0	0.651	0	0	0	0.651
HSPA1A	HSPE1	4444600	4433608	9606.ENSP00000364802	9606.ENSP00000233893	0.068	0	0	0	0.188	0	0	0.575	0.650
TAF9	PDE4B	4445457	4440326	9606.ENSP00000370201	9606.ENSP00000332116	0	0	0	0	0	0	0.650	0	0.650
BTF3	RPS17	4445420	4441582	9606.ENSP00000369965	9606.ENSP00000346046	0	0	0	0	0.650	0	0	0	0.650
ATP5G2	COX6A1	4446264	4433467	9606.ENSP00000377878	9606.ENSP00000229379	0	0	0	0	0.220	0	0	0.570	0.650
REEP5	MIA3	4445244	4441090	9606.ENSP00000368959	9606.ENSP00000340900	0	0	0	0	0.055	0	0	0.645	0.650
NT5C3A	TAF9	4451850	4445457	9606.ENSP00000484415	9606.ENSP00000370201	0	0	0	0	0	0	0.650	0	0.650
HSPD1	PDHB	4445814	4438304	9606.ENSP00000373620	9606.ENSP00000307241	0	0	0	0	0.280	0.268	0	0.388	0.649
NDUFB9	COX6A1	4436240	4433467	9606.ENSP00000276689	9606.ENSP00000229379	0	0	0	0	0.512	0	0	0.309	0.649
DCP1A	EIF4E	4451148	4449328	9606.ENSP00000476046	9606.ENSP00000425561	0	0	0	0	0.064	0	0	0.641	0.649
POLE3	RSF1	4444334	4438702	9606.ENSP00000363286	9606.ENSP00000311513	0	0	0	0	0	0	0	0.649	0.649
ATP5A1	ENO1	4446852	4433634	9606.ENSP00000381736	9606.ENSP00000234590	0.085	0	0	0	0.300	0	0	0.495	0.649
SEC61B	DERL2	4433288	4432675	9606.ENSP00000223641	9606.ENSP00000158771	0	0	0	0	0.177	0.085	0	0.571	0.649
RAN	TRA2B	4450191	4448854	9606.ENSP00000446215	9606.ENSP00000416959	0	0	0	0	0.231	0.539	0	0.085	0.647
ATP5J	HSPE1	4447621	4433608	9606.ENSP00000389649	9606.ENSP00000233893	0	0	0	0	0.600	0	0	0.152	0.647
RAN	NXT1	4450191	4434402	9606.ENSP00000446215	9606.ENSP00000254998	0	0	0	0	0.111	0.379	0	0.412	0.647
CEP350	BRWD1	4442923	4440208	9606.ENSP00000356579	9606.ENSP00000330753	0	0	0	0	0.647	0	0	0	0.647
RPL22	NHP2	4441587	4436148	9606.ENSP00000346088	9606.ENSP00000274606	0	0	0	0	0.452	0.371	0	0.057	0.646
H2AFV	ASF1A	4438410	4433475	9606.ENSP00000308405	9606.ENSP00000229595	0	0	0	0	0.215	0.307	0	0.403	0.646
ATP5E	COX6A1	4433873	4433467	9606.ENSP00000243997	9606.ENSP00000229379	0	0	0	0	0.377	0	0	0.455	0.646
ATP5G3	NDUFB9	4436602	4436240	9606.ENSP00000284727	9606.ENSP00000276689	0	0	0	0	0.415	0	0	0.420	0.646
SNRPB	NOP56	4448654	4445513	9606.ENSP00000412566	9606.ENSP00000370589	0	0	0	0	0.303	0.303	0	0.330	0.646
KPNA2	S100A6	4449870	4443160	9606.ENSP00000438483	9606.ENSP00000357709	0	0	0	0	0	0.379	0	0.453	0.646
ATP1A1	TMF1	4450152	4446829	9606.ENSP00000445306	9606.ENSP00000381567	0	0	0	0	0.061	0	0	0.638	0.645
DDX3X	G3BP1	4446966	4446228	9606.ENSP00000382840	9606.ENSP00000377681	0	0	0	0	0.287	0.182	0	0.441	0.645
EEF1B2	HSPA4	4445998	4437917	9606.ENSP00000376056	9606.ENSP00000302961	0	0	0	0	0.532	0.051	0	0.264	0.645
UQCRQ	LSM3	4445100	4437830	9606.ENSP00000367939	9606.ENSP00000302160	0	0	0	0	0.642	0	0	0.050	0.645
ATP5A1	CCT7	4446852	4434598	9606.ENSP00000381736	9606.ENSP00000258091	0	0	0	0	0.368	0	0	0.461	0.645
IKZF1	STAT3	4440277	4435468	9606.ENSP00000331614	9606.ENSP00000264657	0	0	0	0	0	0.064	0	0.636	0.645
HIST2H2AA3	ASF1A	4451142	4433475	9606.ENSP00000475814	9606.ENSP00000229595	0	0	0	0	0.064	0.383	0	0.434	0.644
SMN1	SNRPC	4445441	4433898	9606.ENSP00000370083	9606.ENSP00000244520	0	0	0	0	0.209	0	0	0.569	0.644
SOD1	ENO1	4435927	4433634	9606.ENSP00000270142	9606.ENSP00000234590	0	0	0	0	0.158	0.374	0	0.377	0.643
ANP32B	H2AFV	4441562	4438410	9606.ENSP00000345848	9606.ENSP00000308405	0	0	0	0	0.146	0.379	0	0.381	0.643
RAD23A	UFD1L	4450835	4435212	9606.ENSP00000467024	9606.ENSP00000263202	0	0	0	0	0.063	0.172	0	0.576	0.643
SERP1	DAD1	4449084	4434135	9606.ENSP00000420076	9606.ENSP00000250498	0	0	0	0	0.635	0	0	0.061	0.642
RAN	RPL10A	4450191	4444285	9606.ENSP00000446215	9606.ENSP00000363018	0	0	0	0	0.630	0	0	0.072	0.642
BTF3	CCT2	4445420	4437556	9606.ENSP00000369965	9606.ENSP00000299300	0	0	0	0	0.557	0	0	0.226	0.642
STMN1	RB1CC1	4448554	4432608	9606.ENSP00000410452	9606.ENSP00000025008	0	0	0	0	0	0	0	0.641	0.641
RGS1	PRKCH	4442888	4440075	9606.ENSP00000356429	9606.ENSP00000329127	0	0	0	0	0.074	0	0	0.628	0.641
ILF2	NXT1	4442589	4434402	9606.ENSP00000355011	9606.ENSP00000254998	0	0	0	0	0.090	0	0	0.622	0.641
TRA2B	SMN1	4448854	4445441	9606.ENSP00000416959	9606.ENSP00000370083	0	0	0	0	0	0	0	0.641	0.641
BCLAF1	PRPF40A	4449733	4447382	9606.ENSP00000435210	9606.ENSP00000386458	0	0	0	0	0.628	0	0	0.073	0.641
CD3D	UBXN4	4437689	4436038	9606.ENSP00000300692	9606.ENSP00000272638	0	0	0	0	0	0	0	0.640	0.640
RHOA	PAK2	4448110	4438909	9606.ENSP00000400175	9606.ENSP00000314067	0	0	0	0	0.061	0.308	0	0.491	0.640
CD63	HSPA4	4450237	4437917	9606.ENSP00000447730	9606.ENSP00000302961	0	0	0	0	0	0	0	0.640	0.640
SOD2	HSPA4	4450194	4437917	9606.ENSP00000446252	9606.ENSP00000302961	0	0	0	0	0.081	0	0	0.623	0.639
STAT3	BRD4	4435468	4435250	9606.ENSP00000264657	9606.ENSP00000263377	0	0	0	0	0.064	0.472	0	0.328	0.639
SQSTM1	TOMM20	4445887	4442701	9606.ENSP00000374455	9606.ENSP00000355566	0	0	0	0	0	0.269	0	0.525	0.638
ATP5A1	UQCRQ	4446852	4445100	9606.ENSP00000381736	9606.ENSP00000367939	0	0	0	0	0.439	0.064	0	0.365	0.638
TMEM14B	C14orf166	4449134	4434928	9606.ENSP00000420658	9606.ENSP00000261700	0	0	0	0	0.638	0	0	0	0.638
BTF3	RPL22	4445420	4441587	9606.ENSP00000369965	9606.ENSP00000346088	0	0	0	0	0.631	0	0	0.057	0.638
HSP90B1	RPN1	4437604	4437255	9606.ENSP00000299767	9606.ENSP00000296255	0	0	0	0	0.262	0.363	0	0.292	0.638
HLA-B	PSMB9	4448060	4444464	9606.ENSP00000399168	9606.ENSP00000363993	0	0	0	0	0.159	0	0	0.585	0.637
COX20	CHCHD7	4448412	4438221	9606.ENSP00000406327	9606.ENSP00000306425	0	0	0	0	0.062	0	0	0.629	0.637
RAD23A	PSMD8	4450835	4432854	9606.ENSP00000467024	9606.ENSP00000215071	0	0	0	0	0.119	0.504	0	0.237	0.637
SMN1	SOD1	4445441	4435927	9606.ENSP00000370083	9606.ENSP00000270142	0	0	0	0	0.062	0.185	0	0.564	0.637
SOD2	ATP5C1	4450194	4441891	9606.ENSP00000446252	9606.ENSP00000349142	0	0	0	0	0.460	0	0	0.355	0.637
SOD2	MRPL33	4450194	4437235	9606.ENSP00000446252	9606.ENSP00000296102	0.163	0	0	0	0.062	0.386	0	0.336	0.637
ATG12	LAMP2	4449317	4448485	9606.ENSP00000425107	9606.ENSP00000408411	0	0	0	0	0.062	0	0	0.628	0.636
HSP90B1	CCT3	4437604	4437177	9606.ENSP00000299767	9606.ENSP00000295688	0	0	0	0	0.201	0.429	0	0.266	0.636
DDX17	NHP2	4446598	4436148	9606.ENSP00000380033	9606.ENSP00000274606	0	0	0	0	0.483	0.306	0	0.067	0.636
EIF3L	DARS	4452102	4435386	9606.ENSP00000485663	9606.ENSP00000264161	0	0	0	0	0.144	0	0	0.592	0.636
CHD7	SUPT16H	4447723	4432946	9606.ENSP00000392028	9606.ENSP00000216297	0	0	0	0	0.096	0.412	0	0.370	0.636
SNRPB	SYNCRIP	4448654	4443358	9606.ENSP00000412566	9606.ENSP00000358635	0	0	0	0	0.152	0	0.360	0.383	0.636
CFL1	CAPG	4449639	4435330	9606.ENSP00000432660	9606.ENSP00000263867	0	0	0	0	0.098	0.423	0	0.357	0.636
BUB3	CCT7	4443208	4434598	9606.ENSP00000357858	9606.ENSP00000258091	0	0	0	0	0.148	0.589	0	0	0.635
RPL10A	CCT2	4444285	4437556	9606.ENSP00000363018	9606.ENSP00000299300	0	0	0	0	0.599	0	0	0.127	0.635
KPNA2	HSPA4	4449870	4437917	9606.ENSP00000438483	9606.ENSP00000302961	0	0	0	0	0.277	0.408	0	0.215	0.635
SNRPN	NHP2	4446975	4436148	9606.ENSP00000382972	9606.ENSP00000274606	0	0	0	0	0.320	0.294	0	0.301	0.635
PTPN22	IKZF1	4442291	4440277	9606.ENSP00000352833	9606.ENSP00000331614	0	0	0	0	0.564	0.050	0	0.188	0.634
ETFA	ATP5H	4450403	4437775	9606.ENSP00000452762	9606.ENSP00000301587	0	0	0	0	0.547	0	0	0.225	0.634
RAN	SNRPB2	4450191	4433966	9606.ENSP00000446215	9606.ENSP00000246071	0	0	0	0	0.579	0	0	0.167	0.634
RAB7A	M6PR	4435545	4432545	9606.ENSP00000265062	9606.ENSP00000000412	0	0	0	0	0.092	0	0	0.614	0.634
CNOT6L	VAPA	4449311	4441538	9606.ENSP00000424896	9606.ENSP00000345656	0	0	0	0	0.062	0	0	0.625	0.634
TGOLN2	RAB7A	4447376	4435545	9606.ENSP00000386443	9606.ENSP00000265062	0	0	0	0	0.069	0.110	0	0.592	0.633
TAF9	KRR1	4445457	4433449	9606.ENSP00000370201	9606.ENSP00000229214	0	0	0	0	0.143	0.312	0	0.427	0.633
PSMD6	UFD1L	4448980	4435212	9606.ENSP00000418695	9606.ENSP00000263202	0	0	0	0	0.425	0.058	0	0.377	0.633
